Order ID,Sale ID,Order,Transaction type,Sales channel,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales,size,color,style,date_sold,month
5599690000000.0,17547200000000.0,#2166,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-08,2
5599760000000.0,17547400000000.0,#2167,Product,Point of Sale,No info,No info,No info,Pants,Inspired Fashion 40,1,79.95,-79.95,0.0,0.0,0.0,0.0,0.0,No info,No info,Satin Wide Leg,2024-02-08,2
5601240000000.0,17550600000000.0,#2168,Product,Point of Sale,No info,No info,No info,2 piece set,No info,1,10.0,0.0,0.0,10.0,0.0,0.6,10.6,No info,White,No info,2024-02-09,2
5601240000000.0,17550600000000.0,#2168,Product,Point of Sale,No info,No info,No info,Skirt suits,No info,1,7.0,0.0,0.0,7.0,0.0,0.42,7.42,No info,Red,No info,2024-02-09,2
5601240000000.0,17550600000000.0,#2168,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,White,Tube,2024-02-09,2
5601240000000.0,17550600000000.0,#2168,Product,Point of Sale,No info,No info,No info,Jumpsuits & rompers,No info,1,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,No info,Candy,Stripped,2024-02-09,2
5601320000000.0,17550800000000.0,#2169,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,15.0,0.0,0.0,15.0,0.0,0.9,15.9,No info,No info,Cheerleader,2024-02-09,2
5601360000000.0,17550900000000.0,#2170,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Orange,Belly,2024-02-09,2
5601360000000.0,17550900000000.0,#2170,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Red & Pink,Mid section peekaboo,2024-02-09,2
5601360000000.0,17550900000000.0,#2170,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-09,2
5601360000000.0,17550900000000.0,#2170,Product,Point of Sale,No info,No info,No info,Bodysuits,No info,1,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,No info,Blue & Teal,No info,2024-02-09,2
5601360000000.0,17550900000000.0,#2170,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-09,2
5601480000000.0,17551200000000.0,#2171,Product,Point of Sale,No info,No info,No info,Jeans,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Brown,No info,2024-02-09,2
5608770000000.0,17568800000000.0,#2172,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,35.0,-3.5,0.0,31.5,0.0,1.89,33.39,No info,Black & White,Diamond,2024-02-14,2
5610270000000.0,17572200000000.0,#2173,Product,Point of Sale,No info,No info,No info,Shorts,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,No info,Jeans,2024-02-15,2
5610270000000.0,17572200000000.0,#2173,Product,Point of Sale,No info,No info,No info,Jeans,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,No info,No info,2024-02-15,2
5610270000000.0,17572200000000.0,#2173,Product,Point of Sale,No info,No info,No info,Bodysuits,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Pink & White,Star,2024-02-15,2
5610270000000.0,17572200000000.0,#2173,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,57.0,-48.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-15,2
5610270000000.0,17572200000000.0,#2173,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Brown,No info,2024-02-15,2
5619210000000.0,17592500000000.0,#2174,Product,Point of Sale,No info,No info,No info,No info,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,No info,No info,2024-02-21,2
5619210000000.0,17592500000000.0,#2174,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,-4.99,0.0,20.0,0.0,1.2,21.2,No info,Red,No info,2024-02-21,2
5619230000000.0,17592500000000.0,#2175,Product,Point of Sale,No info,No info,No info,No info,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,No info,No info,2024-02-21,2
5619230000000.0,17592500000000.0,#2175,Product,Point of Sale,No info,No info,No info,Accessories,Inspired Fashion 40,1,27.99,-5.59,0.0,22.4,0.0,1.34,23.74,No info,No info,Flower,2024-02-21,2
5619270000000.0,17592600000000.0,#2176,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,-4.99,0.0,20.0,0.0,1.2,21.2,No info,Red,No info,2024-02-21,2
5619320000000.0,17592800000000.0,#2177,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,22.0,0.0,0.0,22.0,0.0,1.32,23.32,No info,No info,R&J jewlery,2024-02-21,2
5619320000000.0,17592800000000.0,#2178,Product,Point of Sale,No info,No info,No info,Accessories,Inspired Fashion 40,1,24.99,-5.0,0.0,19.99,0.0,1.2,21.19,No info,No info,Multi-color,2024-02-21,2
5619320000000.0,17592800000000.0,#2178,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,-4.99,0.0,20.0,0.0,1.2,21.2,No info,No info,Gold purse,2024-02-21,2
5619460000000.0,17593100000000.0,#2181,Product,Point of Sale,No info,No info,No info,No info,FLYING TOMATO,1,37.5,0.0,0.0,37.5,0.0,2.25,39.75,No info,No info,Faux Leather,2024-02-21,2
5619480000000.0,17593200000000.0,#2182,Product,Point of Sale,No info,No info,No info,Coats & jackets,Sans Souci,1,45.5,0.0,0.0,45.5,0.0,2.73,48.23,No info,White,Cape,2024-02-21,2
5621400000000.0,17597100000000.0,#2183,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,35.0,0.0,0.0,35.0,0.0,0.0,35.0,No info,No info,No info,2024-02-22,2
5622340000000.0,17598800000000.0,#2184,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,35.0,0.0,0.0,35.0,0.0,0.0,35.0,No info,No info,No info,2024-02-23,2
5622700000000.0,17599700000000.0,#2185,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,No info,Bodycon,2024-02-23,2
5622730000000.0,17599800000000.0,#2186,Product,Point of Sale,No info,No info,No info,Accessories,Inspired Fashion 40,1,24.99,-10.0,0.0,14.99,0.0,0.9,15.89,No info,No info,Effervescence,2024-02-23,2
5622730000000.0,17599800000000.0,#2186,Product,Point of Sale,No info,No info,No info,Pants,No info,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,Black,Stretch,2024-02-23,2
5622810000000.0,17600000000000.0,#2187,Product,Point of Sale,No info,No info,No info,Bodysuits,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Teal & Blue,No info,2024-02-23,2
5622810000000.0,17600000000000.0,#2187,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-23,2
5622810000000.0,17600000000000.0,#2187,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,39.99,-30.99,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-23,2
5622810000000.0,17600000000000.0,#2187,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-23,2
5622810000000.0,17600000000000.0,#2187,Product,Point of Sale,No info,No info,No info,Bodysuits,No info,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,Pink,Bedazzle,2024-02-23,2
5622820000000.0,17600000000000.0,#2188,Product,Point of Sale,No info,No info,No info,Bodysuits,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Pink & White,No info,2024-02-23,2
5622820000000.0,17600000000000.0,#2188,Product,Point of Sale,No info,No info,No info,Jumpsuits & rompers,No info,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,Black,No info,2024-02-23,2
5622820000000.0,17600000000000.0,#2188,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,20.0,-11.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-23,2
5622820000000.0,17600000000000.0,#2188,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,7.0,0.0,0.0,7.0,0.0,0.42,7.42,No info,Blue,No info,2024-02-23,2
5622820000000.0,17600000000000.0,#2188,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-23,2
5624350000000.0,17603200000000.0,#2189,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-24,2
5624350000000.0,17603200000000.0,#2189,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,No info,Jeweled,2024-02-24,2
5624350000000.0,17603300000000.0,#2190,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,40.0,0.0,0.0,40.0,0.0,2.4,42.4,No info,No info,No info,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Bodysuit,Inspired Fashion 40,1,32.99,-16.5,0.0,16.49,0.0,0.99,17.48,No info,Black,No info,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Pants,Inspired Fashion 40,1,79.95,-39.98,0.0,39.97,0.0,2.4,42.37,No info,No info,Satin Wide Leg,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Bodysuit,No info,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,Black,Shimmer,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,-4.0,0.0,5.0,0.0,0.3,5.3,No info,No info,No info,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,40.0,0.0,0.0,40.0,0.0,2.4,42.4,No info,Black,No info,2024-02-24,2
5624480000000.0,17603500000000.0,#2191,Product,Point of Sale,No info,No info,No info,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,No info,No info,No info,2024-02-24,2
5624530000000.0,17603700000000.0,#2192,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,No info,Jeweled,2024-02-24,2
5624530000000.0,17603700000000.0,#2192,Product,Point of Sale,No info,No info,No info,Coats & jackets,Inspired Fashion 40,1,119.0,0.0,0.0,119.0,0.0,7.14,126.14,No info,Black,Ruffle,2024-02-24,2
5633100000000.0,17621800000000.0,#2193,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,9.0,0.0,0.0,9.0,0.0,0.54,9.54,L,Pink,Mesh,2024-02-29,2
5633100000000.0,17621800000000.0,#2193,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,14.0,0.0,0.0,14.0,0.0,0.84,14.84,No info,No info,Square swirl design RnJ,2024-02-29,2
5641440000000.0,17639700000000.0,#2194,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,45.0,0.0,0.0,45.0,0.0,0.0,45.0,No info,No info,No info,2024-03-05,3
5641750000000.0,17640700000000.0,#2195,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,79.0,0.0,0.0,79.0,0.0,4.74,83.74,No info,Black,Tulle,2024-03-05,3
5643240000000.0,17644100000000.0,#2196,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,55.0,0.0,0.0,55.0,0.0,0.0,55.0,No info,No info,No info,2024-03-06,3
5643280000000.0,17644200000000.0,#2197,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,27.99,0.0,0.0,27.99,0.0,1.68,29.67,XL,No info,Moschino hoodie,2024-03-06,3
5643390000000.0,17644500000000.0,#2198,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,45.0,0.0,0.0,45.0,0.0,0.0,45.0,No info,No info,No info,2024-03-06,3
5643870000000.0,17645500000000.0,#2199,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,45.0,0.0,0.0,45.0,0.0,0.0,45.0,No info,No info,No info,2024-03-07,3
5645030000000.0,17647600000000.0,#2200,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,55.0,0.0,0.0,55.0,0.0,0.0,55.0,No info,No info,No info,2024-03-07,3
5649160000000.0,17657300000000.0,#2201,Product,Online Store,No info,No info,No info,Event,Inspired Fashion 40,1,55.0,0.0,0.0,55.0,0.0,0.0,55.0,No info,No info,No info,2024-03-10,3
5654050000000.0,17670700000000.0,#2202,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,15.0,0.0,0.0,15.0,0.0,0.9,15.9,No info,White,No info,2024-03-13,3
5655390000000.0,17674700000000.0,#2203,Product,Point of Sale,No info,No info,No info,Event,No info,1,500.0,0.0,0.0,500.0,0.0,30.0,530.0,No info,No info,No info,2024-03-14,3
5667220000000.0,17710000000000.0,#2206,Product,Point of Sale,No info,No info,No info,Coats & jackets,Sans Souci,1,45.5,0.0,0.0,45.5,0.0,2.73,48.23,No info,White,Cape,2024-03-23,3
5667230000000.0,17710000000000.0,#2207,Product,Point of Sale,No info,No info,No info,Coats & jackets,Sans Souci,1,45.5,0.0,0.0,45.5,0.0,2.73,48.23,No info,White,Cape,2024-03-23,3
5667240000000.0,17710000000000.0,#2208,Product,Point of Sale,No info,No info,No info,Shirts & tops,The Moment Collection,1,29.99,0.0,0.0,29.99,0.0,1.8,31.79,No info,No info,Pearl Round Neck Puff Sleeve Ribbed,2024-03-23,3
5667240000000.0,17710000000000.0,#2208,Product,Point of Sale,No info,No info,No info,Dresses,Inspired Fashion 40,1,48.99,0.0,0.0,48.99,0.0,2.94,51.93,No info,Black,Mini,2024-03-23,3
5667240000000.0,17710000000000.0,#2208,Product,Point of Sale,No info,No info,No info,Skirt suits,Inspired Fashion 40,1,125.0,-62.5,0.0,62.5,0.0,3.75,66.25,No info,No info,Baroque,2024-03-23,3
5667240000000.0,17710000000000.0,#2209,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,18.99,0.0,0.0,18.99,0.0,1.14,20.13,No info,No info,Red Ball,2024-03-23,3
5667240000000.0,17710000000000.0,#2209,Product,Point of Sale,No info,No info,No info,Coats & jackets,Sans Souci,1,45.5,0.0,0.0,45.5,0.0,2.73,48.23,No info,White,Cape,2024-03-23,3
5667240000000.0,17710000000000.0,#2209,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,35.0,0.0,0.0,35.0,0.0,2.1,37.1,L,Brown,Puffy,2024-03-23,3
5667240000000.0,17710000000000.0,#2210,Product,Point of Sale,No info,No info,No info,No info,FLYING TOMATO,1,37.5,0.0,0.0,37.5,0.0,2.25,39.75,No info,No info,Faux Leather,2024-03-23,3
5667250000000.0,17710100000000.0,#2211,Product,Point of Sale,No info,No info,No info,Dresses,Inspired Fashion 40,1,79.88,0.0,0.0,79.88,0.0,4.79,84.67,No info,No info,Mustard Silk,2024-03-23,3
5667250000000.0,17710100000000.0,#2211,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,Green,No info,2024-03-23,3
5667260000000.0,17710100000000.0,#2212,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,17.5,0.0,0.0,17.5,0.0,1.05,18.55,No info,No info,Chain link,2024-03-23,3
5667260000000.0,17710100000000.0,#2212,Product,Point of Sale,No info,No info,No info,Pants,Inspired Fashion 40,1,79.95,0.0,0.0,79.95,0.0,4.8,84.75,No info,No info,Satin Wide Leg,2024-03-23,3
5667260000000.0,17710100000000.0,#2213,Product,Point of Sale,No info,No info,No info,Coats & jackets,Inspired Fashion 40,1,119.0,0.0,0.0,119.0,0.0,7.14,126.14,No info,Black,Ruffle,2024-03-23,3
5667270000000.0,17710100000000.0,#2214,Product,Point of Sale,No info,No info,No info,No info,No info,1,15.0,0.0,0.0,15.0,0.0,0.9,15.9,No info,No info,No info,2024-03-23,3
5667270000000.0,17710100000000.0,#2214,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,17.99,0.0,0.0,17.99,0.0,1.08,19.07,No info,Black,No info,2024-03-23,3
5667340000000.0,17710300000000.0,#2215,Product,Point of Sale,No info,No info,No info,Skirts,INA,1,45.0,0.0,0.0,45.0,0.0,2.7,47.7,No info,No info,Red Side Bow,2024-03-23,3
5667410000000.0,17710500000000.0,#2216,Product,Point of Sale,No info,No info,No info,No info,Mulla,1,20.0,0.0,0.0,20.0,0.0,1.2,21.2,No info,Black,Organza Flower Brooch,2024-03-23,3
5667410000000.0,17710500000000.0,#2216,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,28.99,0.0,0.0,28.99,0.0,1.74,30.73,No info,No info,Mustard,2024-03-23,3
5667420000000.0,17710500000000.0,#2217,Product,Point of Sale,No info,No info,No info,Event,No info,1,9.99,0.0,0.0,9.99,0.0,0.6,10.59,No info,No info,No info,2024-03-23,3
5667450000000.0,17710600000000.0,#2219,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,39.99,0.0,0.0,39.99,0.0,2.4,42.39,No info,Green,Sheer,2024-03-23,3
5740970000000.0,17948400000000.0,#2220,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,89.99,0.0,0.0,89.99,0.0,5.4,95.39,No info,Green,No info,2024-04-24,4
5743410000000.0,17955900000000.0,#2221,Gift_card,Online Store,No info,No info,No info,Gift cards,Inspired Fashion 40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No info,No info,No info,2024-04-26,4
5744830000000.0,17959800000000.0,#2222,Product,Point of Sale,No info,No info,No info,Accessories,Doohickies,1,20.0,-4.0,0.0,16.0,0.0,0.96,16.96,No info,No info,Smooch Acrylic Dangles,2024-04-27,4
5744870000000.0,17960000000000.0,#2223,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,0.0,0.0,225.0,0.0,13.5,238.5,No info,No info,No info,2024-04-27,4
5744880000000.0,17960000000000.0,#2224,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Yellow,No info,2024-04-27,4
5756260000000.0,17996200000000.0,#2226,Product,Point of Sale,No info,No info,No info,Sale,Ariel USA,1,39.99,0.0,0.0,39.99,0.0,2.4,42.39,No info,No info,No info,2024-05-04,5
5756270000000.0,17996300000000.0,#2227,Product,Point of Sale,No info,No info,No info,Shirts & tops,Inspired Fashion 40,1,27.99,0.0,0.0,27.99,0.0,1.68,29.67,L,Brown,Puffy Sleeve,2024-05-04,5
5756580000000.0,17997100000000.0,#2228,Product,Point of Sale,No info,No info,No info,Shirts & tops,Inspired Fashion 40,1,79.99,0.0,0.0,79.99,0.0,4.8,84.79,No info,No info,Tulle Halter,2024-05-04,5
5756590000000.0,17997100000000.0,#2229,Product,Point of Sale,No info,No info,No info,Accessories,Inspired Fashion 40,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,Blue,Petal,2024-05-04,5
5757910000000.0,18000900000000.0,#2230,Product,Point of Sale,No info,No info,No info,Sale,Ariel USA,1,39.99,0.0,0.0,39.99,0.0,2.4,42.39,No info,No info,No info,2024-05-05,5
5757930000000.0,18001000000000.0,#2231,Product,Point of Sale,No info,No info,No info,Shirts & tops,No info,1,28.99,0.0,0.0,28.99,0.0,1.74,30.73,No info,No info,Mustard,2024-05-05,5
5758010000000.0,18001200000000.0,#2232,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.0,0.0,0.0,24.0,0.0,1.44,25.44,No info,No info,No info,2024-05-05,5
5758040000000.0,18001300000000.0,#2233,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,35.0,0.0,0.0,35.0,0.0,2.1,37.1,No info,No info,Pearl,2024-05-05,5
5758060000000.0,18001400000000.0,#2234,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,38.99,0.0,0.0,38.99,0.0,2.34,41.33,No info,No info,Burgundy,2024-05-05,5
5758090000000.0,18001500000000.0,#2235,Product,Point of Sale,No info,No info,No info,Accessories,Inspired Fashion 40,1,27.99,-2.0,0.0,25.99,0.0,1.56,27.55,No info,No info,Flower,2024-05-05,5
5758100000000.0,18001500000000.0,#2236,Product,Point of Sale,No info,No info,No info,Shorts,No info,1,42.99,0.0,0.0,42.99,0.0,2.58,45.57,No info,No info,No info,2024-05-05,5
5758100000000.0,18001500000000.0,#2236,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.99,0.0,0.0,24.99,0.0,1.5,26.49,No info,No info,Flower,2024-05-05,5
5760030000000.0,18008200000000.0,#2237,Product,Point of Sale,No info,No info,No info,Pants,Inspired Fashion 40,1,74.95,-20.1,0.0,54.85,0.0,3.29,58.14,No info,No info,Paisley,2024-05-06,5
5760030000000.0,18008200000000.0,#2237,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,10.0,-2.68,0.0,7.32,0.0,0.44,7.76,No info,Pink,No info,2024-05-06,5
5760030000000.0,18008200000000.0,#2237,Product,Point of Sale,No info,No info,No info,Dresses,No info,1,64.5,-17.3,0.0,47.2,0.0,2.83,50.03,No info,Green,No info,2024-05-06,5
5760030000000.0,18008200000000.0,#2237,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,22.0,-5.89,0.0,16.11,0.0,0.97,17.08,No info,No info,R&J jewlery,2024-05-06,5
5760030000000.0,18008200000000.0,#2237,Product,Point of Sale,No info,No info,No info,Shirts & tops,Inspired Fashion 40,1,15.0,-4.03,0.0,10.97,0.0,0.66,11.63,No info,No info,Girl Hero,2024-05-06,5
5780780000000.0,18076200000000.0,#2238,Product,Point of Sale,No info,No info,No info,Jeans,No info,1,5.0,0.0,0.0,5.0,0.0,0.3,5.3,No info,Brown,No info,2024-05-18,5
5781000000000.0,18076800000000.0,#2239,Shipping,Shop,Canada,Ontario,Toronto,No info,No info,0,0.0,0.0,0.0,0.0,52.9,0.0,52.9,No info,No info,No info,2024-05-19,5
5781000000000.0,18076800000000.0,#2239,Product,Shop,Canada,Ontario,Toronto,No info,Mulla,1,20.57,0.0,0.0,20.57,0.0,0.0,20.57,No info,Black,Organza Flower Brooch,2024-05-19,5
5796760000000.0,18128100000000.0,#2240,Product,Point of Sale,No info,No info,No info,Butterfly,No info,1,15.0,-3.0,0.0,12.0,0.0,0.72,12.72,No info,No info,No info,2024-05-25,5
5796850000000.0,18128300000000.0,#2241,Product,Point of Sale,No info,No info,No info,2 piece set,No info,1,89.99,-17.99,0.0,72.0,0.0,4.32,76.32,No info,No info,Beach,2024-05-25,5
5796850000000.0,18128300000000.0,#2241,Product,Point of Sale,No info,No info,No info,Coats & jackets,No info,1,125.0,0.0,0.0,125.0,0.0,7.5,132.5,No info,No info,Prada,2024-05-25,5
5808840000000.0,18167300000000.0,#2242,Product,Point of Sale,No info,No info,No info,Pants,Inspired Fashion 40,1,74.95,-10.96,0.0,63.99,0.0,3.84,67.83,No info,No info,Paisley,2024-05-31,5
5832690000000.0,18234300000000.0,#2243,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,0.0,0.0,225.0,0.0,13.5,238.5,No info,No info,No info,2024-06-15,6
5832690000000.0,18234300000000.0,#2243,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.0,-4.8,0.0,19.2,0.0,1.15,20.35,No info,No info,R&J jewlery,2024-06-15,6
5832800000000.0,18234600000000.0,#2244,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,24.0,0.0,0.0,24.0,0.0,1.44,25.44,No info,No info,R&J jewlery,2024-06-15,6
5832800000000.0,18234600000000.0,#2244,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,18.0,0.0,0.0,18.0,0.0,1.08,19.08,No info,No info,No info,2024-06-15,6
5832800000000.0,18234600000000.0,#2244,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,0.0,0.0,225.0,0.0,13.5,238.5,No info,No info,No info,2024-06-15,6
5832800000000.0,18234600000000.0,#2244,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,27.0,0.0,0.0,27.0,0.0,1.62,28.62,No info,No info,R&J jewlery,2024-06-15,6
5832820000000.0,18234600000000.0,#2245,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,-45.0,0.0,180.0,0.0,10.8,190.8,No info,No info,No info,2024-06-15,6
5832820000000.0,18234700000000.0,#2246,Product,Point of Sale,No info,No info,No info,Skirts,The Moment Collection,1,40.6,-8.12,0.0,32.48,0.0,1.95,34.43,No info,Pleated,Tiered Maxi,2024-06-15,6
5832820000000.0,18234700000000.0,#2246,Product,Point of Sale,No info,No info,No info,Coats & jackets,Inspired Fashion 40,1,119.0,-23.8,0.0,95.2,0.0,5.71,100.91,No info,Black,Ruffle,2024-06-15,6
5832850000000.0,18234700000000.0,#2247,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,-45.0,0.0,180.0,0.0,10.8,190.8,No info,No info,No info,2024-06-15,6
5832850000000.0,18234700000000.0,#2248,Product,Point of Sale,No info,No info,No info,Sale,No info,1,225.0,-45.0,0.0,180.0,0.0,10.8,190.8,No info,No info,No info,2024-06-15,6
5840190000000.0,18256300000000.0,#2249,Product,Point of Sale,No info,No info,No info,No info,Strut & Bolt,1,124.99,-62.49,0.0,62.5,0.0,3.75,66.25,No info,No info,Barbie Princess High Low Tulle,2024-06-20,6
5843250000000.0,18265500000000.0,#2250,Product,Point of Sale,No info,No info,No info,Accessories,No info,1,25.0,0.0,0.0,25.0,0.0,1.5,26.5,No info,No info,Gold,2024-06-22,6
5843250000000.0,18265500000000.0,#2251,Product,Point of Sale,No info,No info,No info,Jumpsuits & rompers,No info,1,30.0,0.0,0.0,30.0,0.0,1.8,31.8,No info,Brown,No info,2024-06-22,6
5851450000000.0,18290500000000.0,#2252,Product,Online Store,United States,Alabama,Daphne,Sale,Inspired Fashion 40,1,9.0,0.0,0.0,9.0,0.0,0.0,9.0,No info,No info,No info,2024-06-29,6
5851450000000.0,18290500000000.0,#2252,Product,Online Store,United States,Alabama,Daphne,Dresses,Trendsi,1,49.99,0.0,0.0,49.99,0.0,0.0,49.99,No info,No info,Printed Notched Long Sleeve,2024-06-29,6
5851450000000.0,18290500000000.0,#2252,Shipping,Online Store,United States,Alabama,Daphne,No info,No info,0,0.0,0.0,0.0,0.0,7.9,0.0,7.9,No info,No info,No info,2024-06-29,6
5851820000000.0,18291500000000.0,#2253,Product,Point of Sale,No info,No info,No info,No info,No info,1,95.0,0.0,0.0,95.0,0.0,5.7,100.7,No info,No info,No info,2024-06-29,6
5851830000000.0,18291500000000.0,#2254,Product,Point of Sale,No info,No info,No info,Skirts,No info,1,20.0,-4.0,0.0,16.0,0.0,0.96,16.96,No info,Red,No info,2024-06-29,6
5861990000000.0,18326600000000.0,#2255,Product,Point of Sale,No info,No info,No info,No info,No info,1,95.0,0.0,0.0,95.0,0.0,5.7,100.7,No info,No info,No info,2024-07-06,7
5871230000000.0,18354000000000.0,#2256,Product,Point of Sale,No info,No info,No info,Shirts,Sans Souci,1,32.99,-6.59,0.0,26.4,0.0,1.58,27.98,No info,No info,Red Bow Tie,2024-07-13,7
